CREATED_AT,BYN,PLN,EUR
2020-12-08,2.556637,3.67496,0.825802
2020-12-09,2.553494,3.66735,0.827994
2020-12-10,2.545677,3.64583,0.823472
2020-12-11,2.537998,3.671585,0.825655
2020-12-12,2.537998,3.671585,0.825655
2020-12-13,2.537998,3.66355,0.824195
2020-12-14,2.529932,3.651885,0.82314
2020-12-15,2.528254,3.65295,0.822774
2020-12-16,2.522574,3.639241,0.819795
2020-12-17,2.509623,3.61949,0.815505
2020-12-18,2.509768,3.649333,0.815874
2020-12-19,2.509768,3.649333,0.815827
2020-12-20,2.509768,3.666785,0.818615
2020-12-21,2.516967,3.67276,0.817299
2020-12-22,2.571643,3.69782,0.820595
2020-12-23,2.585165,3.69415,0.820275
2020-12-24,2.586934,3.69475,0.820804
2020-12-25,2.587592,3.697879,0.820204
2020-12-26,2.587592,3.697879,0.8141
2020-12-27,2.587592,3.69045,0.819365
2020-12-28,2.571979,3.678721,0.818201
2020-12-29,2.571956,3.706044,0.816155
2020-12-30,2.592568,3.724595,0.813025
2020-12-31,2.612258,3.72725,0.821102
2021-01-01,2.625732,3.75377,0.821304
2021-01-02,2.625732,3.75377,0.824063
2021-01-03,2.625732,3.724834,0.816315
2021-01-04,2.5808,3.720494,0.816245
2021-01-05,2.586766,3.686691,0.813015
2021-01-06,2.572998,3.669437,0.810403
2021-01-07,2.575425,3.68285,0.815027
2021-01-08,2.564507,3.690741,0.817996
2021-01-09,2.569898,3.69175,0.817996
2021-01-10,2.569898,3.702229,0.820635
2021-01-11,2.580709,3.721714,0.822328
2021-01-12,2.575602,3.70385,0.819095
2021-01-13,2.575745,3.734161,0.822225
2021-01-14,2.56899,3.73715,0.822985
2021-01-15,2.553813,3.75529,0.828137
2021-01-16,2.562523,3.758996,0.827849
2021-01-17,2.562523,3.75955,0.82866
2021-01-18,2.555791,3.753798,0.82802
2021-01-19,2.548187,3.735685,0.823897
2021-01-20,2.53998,3.74414,0.825405
2021-01-21,2.538692,3.724991,0.821963
2021-01-22,2.550445,3.729804,0.821558
2021-01-23,2.550445,3.729804,0.821389
2021-01-24,2.550445,3.72995,0.821765
2021-01-25,2.561042,3.73905,0.823395
2021-01-26,2.571358,3.73645,0.822176
2021-01-27,2.596683,3.75805,0.826198
2021-01-28,2.621766,3.74819,0.825105
2021-01-29,2.615385,3.726065,0.823879
2021-01-30,2.616354,3.726038,0.823893
2021-01-31,2.616354,3.728597,0.82485
2021-02-01,2.625086,3.737055,0.828615
2021-02-02,2.630053,3.722655,0.830655
2021-02-03,2.640603,3.72645,0.830503
2021-02-04,2.635081,3.761018,0.835675
2021-02-05,2.627155,3.721038,0.82996
2021-02-06,2.627155,3.721038,0.829941
2021-02-07,2.627155,3.724504,0.82999
2021-02-08,2.618722,3.71495,0.829631
2021-02-09,2.594196,3.69315,0.825185
2021-02-10,2.578995,3.70715,0.8251
2021-02-11,2.581914,3.71145,0.824397
2021-02-12,2.598164,3.710504,0.825548
2021-02-13,2.598164,3.71065,0.825048
2021-02-14,2.598164,3.71096,0.824975
2021-02-15,2.582608,3.69785,0.824256
2021-02-16,2.579998,3.71901,0.826985
2021-02-17,2.596136,3.729065,0.830117
2021-02-18,2.594382,3.7135,0.827025
2021-02-19,2.590154,3.70142,0.825202
2021-02-20,2.594269,3.701104,0.825202
2021-02-21,2.594269,3.69875,0.824675
2021-02-22,2.599242,3.69597,0.821976
2021-02-23,2.59963,3.70982,0.822925
2021-02-24,2.605972,3.70352,0.821698
2021-02-25,2.605383,3.71475,0.822365
2021-02-26,2.605281,3.742425,0.828358
2021-02-27,2.605281,3.742425,0.828356
2021-02-28,2.605281,3.739502,0.8272
2021-03-01,2.606096,3.76215,0.829903
2021-03-02,2.607394,3.75485,0.827465
2021-03-03,2.612178,3.772285,0.829855
2021-03-04,2.609068,3.812625,0.835605
2021-03-05,2.60867,3.851825,0.839542
2021-03-06,2.60867,3.851825,0.839201
2021-03-07,2.60867,3.847085,0.83856
2021-03-08,2.608619,3.87965,0.843785
2021-03-09,2.60325,3.841355,0.840506
2021-03-10,2.604005,3.83792,0.8386
2021-03-11,2.596243,3.824795,0.834403
2021-03-12,2.59386,3.83365,0.836581
2021-03-13,2.59386,3.83365,0.836593
2021-03-14,2.587079,3.83318,0.83686
2021-03-15,2.591465,3.84925,0.838545
2021-03-16,2.590069,3.86135,0.840245
2021-03-17,2.606477,3.83671,0.834555
2021-03-18,2.59857,3.877451,0.839075
2021-03-19,2.598389,3.87655,0.837065
2021-03-20,2.598389,3.87655,0.836925
2021-03-21,2.602072,3.88925,0.84156
2021-03-22,2.59889,3.85145,0.838035
2021-03-23,2.625272,3.90135,0.844605
2021-03-24,2.629924,3.91685,0.846545
2021-03-25,2.629818,3.93495,0.849165
2021-03-26,2.630323,3.93585,0.847873
2021-03-27,2.630323,3.93585,0.845702
2021-03-28,2.630323,3.93195,0.8484
2021-03-29,2.629785,3.964865,0.849715
2021-03-30,2.624823,3.9726,0.853015
2021-03-31,2.622099,3.95018,0.852765
2021-04-01,2.638268,3.89535,0.849032
2021-04-02,2.629719,3.90735,0.850304
2021-04-03,2.629719,3.90735,0.850391
2021-04-04,2.629719,3.913155,0.849945
2021-04-05,2.635113,3.88577,0.846202
2021-04-06,2.65577,3.86705,0.842175
2021-04-07,2.666465,3.85205,0.842245
2021-04-08,2.661328,3.814101,0.839102
2021-04-09,2.637005,3.80725,0.840336
2021-04-10,2.635033,3.81845,0.84028
2021-04-11,2.635033,3.80925,0.840397
2021-04-12,2.63989,3.80565,0.83945
2021-04-13,2.637262,3.81995,0.836525
2021-04-14,2.616207,3.800799,0.834505
2021-04-15,2.607657,3.802675,0.835455
2021-04-16,2.596674,3.791504,0.834589
2021-04-17,2.598158,3.790775,0.834589
2021-04-18,2.59921,3.794599,0.83529
2021-04-19,2.590509,3.77945,0.830296
2021-04-20,2.588324,3.78315,0.831054
2021-04-21,2.597216,3.78555,0.830755
2021-04-22,2.589265,3.79963,0.832405
2021-04-23,2.559727,3.76605,0.826549
2021-04-24,2.550766,3.766304,0.826641
2021-04-25,2.550766,3.765195,0.82703
2021-04-26,2.562879,3.77357,0.827785
2021-04-27,2.563179,3.780202,0.827165
2021-04-28,2.562575,3.77195,0.824007
2021-04-29,2.557133,3.767075,0.824735
2021-04-30,2.559419,3.79275,0.831981
2021-05-01,2.572972,3.79095,0.83195
2021-05-02,2.572972,3.79115,0.831365
2021-05-03,2.567012,3.76705,0.829198
2021-05-04,2.567524,3.791405,0.832328
2021-05-05,2.55776,3.81116,0.832899
2021-05-06,2.548346,3.78885,0.828809
2021-05-07,2.533296,3.74255,0.822031
2021-05-08,2.514624,3.74255,0.822149
2021-05-09,2.514624,3.740973,0.82138
2021-05-10,2.52946,3.75805,0.823701
2021-05-11,2.539902,3.73845,0.823365
2021-05-12,2.533663,3.77065,0.827925
2021-05-13,2.532719,3.74744,0.82801
2021-05-14,2.520966,3.72875,0.823423
2021-05-15,2.520966,3.72875,0.823323
2021-05-16,2.520966,3.72735,0.823005
2021-05-17,2.519976,3.72457,0.822525
2021-05-18,2.514601,3.700055,0.818185
2021-05-19,2.514525,3.71836,0.821596
2021-05-20,2.512357,3.67695,0.817977
2021-05-21,2.506876,3.692015,0.821018
2021-05-22,2.506876,3.692015,0.820934
2021-05-23,2.506876,3.689014,0.820901
2021-05-24,2.509703,3.669815,0.818698
2021-05-25,2.50306,3.66014,0.816453
2021-05-26,2.511681,3.690901,0.820202
2021-05-27,2.52159,3.68345,0.820205
2021-05-28,2.531382,3.677775,0.820176
2021-05-29,2.531382,3.677775,0.820173
2021-05-30,2.531382,3.677655,0.820302
2021-05-31,2.533401,3.66125,0.817428
2021-06-01,2.535706,3.65081,0.818495
2021-06-02,2.538793,3.64995,0.818967
2021-06-03,2.535804,3.67745,0.8243
2021-06-04,2.538414,3.66595,0.821878
2021-06-05,2.538414,3.66595,0.821926
2021-06-06,2.538414,3.66255,0.821855
2021-06-07,2.528584,3.66453,0.820295
2021-06-08,2.515309,3.666155,0.821465
2021-06-09,2.496699,3.674101,0.821199
2021-06-10,2.493673,3.67105,0.821545
2021-06-11,2.481715,3.718204,0.825866
2021-06-12,2.481715,3.71765,0.825835
2021-06-13,2.481715,3.71495,0.825775
2021-06-14,2.488922,3.72565,0.8249
2021-06-15,2.488221,3.73385,0.824701
2021-06-16,2.494058,3.77335,0.833765
2021-06-17,2.525686,3.82565,0.839298
2021-06-18,2.51407,3.837504,0.842922
2021-06-19,2.51407,3.837504,0.842861
2021-06-20,2.51407,3.834903,0.842275
2021-06-21,2.532575,3.80105,0.839485
2021-06-22,2.53863,3.782195,0.837598
2021-06-23,2.536982,3.796985,0.838265
2021-06-24,2.531788,3.789039,0.838325
2021-06-25,2.526246,3.782804,0.837696
2021-06-26,2.526246,3.782804,0.837795
2021-06-27,2.527114,3.77972,0.83741
2021-06-28,2.528892,3.77414,0.838396
2021-06-29,2.53119,3.79775,0.840302
2021-06-30,2.532794,3.81464,0.843498
2021-07-01,2.530844,3.812197,0.844181
2021-07-02,2.541609,3.801104,0.842826
2021-07-03,2.534176,3.801204,0.842815
2021-07-04,2.534176,3.80625,0.843501
2021-07-05,2.533022,3.79368,0.842851
2021-07-06,2.539801,3.81865,0.845855
2021-07-07,2.558197,3.844596,0.847945
2021-07-08,2.590956,3.83399,0.844095
2021-07-09,2.570589,3.828904,0.84191
2021-07-10,2.566726,3.828504,0.841963
2021-07-11,2.566726,3.82935,0.842261
2021-07-12,2.574903,3.83775,0.842955
2021-07-13,2.567643,3.88929,0.849285
2021-07-14,2.558935,3.858098,0.845095
2021-07-15,2.540656,3.877455,0.846603
2021-07-16,2.533471,3.883175,0.84698
2021-07-17,2.53257,3.882225,0.84707
2021-07-18,2.53257,3.881525,0.84653
2021-07-19,2.534766,3.89835,0.847963
2021-07-20,2.534187,3.89873,0.848797
2021-07-21,2.530281,3.88211,0.848005
2021-07-22,2.51315,3.877285,0.849365
2021-07-23,2.508967,3.88715,0.849524
2021-07-24,2.507709,3.88605,0.849524
2021-07-25,2.507709,3.88755,0.84942
2021-07-26,2.521688,3.89095,0.846978
2021-07-27,2.51707,3.88925,0.845959
2021-07-28,2.518998,3.88005,0.844125
2021-07-29,2.51017,3.843801,0.841055
2021-07-30,2.494854,3.848775,0.842641
2021-07-31,2.494854,3.848775,0.842673
2021-08-01,2.494854,3.84955,0.842885
2021-08-02,2.501577,3.84015,0.842215
2021-08-03,2.505909,3.83605,0.842475
2021-08-04,2.518663,3.83975,0.844802
2021-08-05,2.526659,3.84295,0.845095
2021-08-06,2.512653,3.888504,0.850109
2021-08-07,2.521764,3.889504,0.850138
2021-08-08,2.521764,3.89455,0.851203
2021-08-09,2.51361,3.888755,0.851995
2021-08-10,2.512283,3.90565,0.853305
2021-08-11,2.520759,3.90055,0.851701
2021-08-12,2.505985,3.89899,0.852045
2021-08-13,2.494554,3.872375,0.847716
2021-08-14,2.494554,3.872375,0.847716
2021-08-15,2.494554,3.87115,0.847995
2021-08-16,2.490769,3.87155,0.849002
2021-08-17,2.496802,3.89775,0.854007
2021-08-18,2.512326,3.893905,0.854416
2021-08-19,2.515079,3.92475,0.856499
2021-08-20,2.516327,3.917104,0.85492
2021-08-21,2.511755,3.916704,0.85492
2021-08-22,2.511755,3.913275,0.85506
2021-08-23,2.51713,3.902985,0.851485
2021-08-24,2.503758,3.89205,0.850798
2021-08-25,2.506311,3.88645,0.849485
2021-08-26,2.514182,3.892455,0.850704
2021-08-27,2.517422,3.879904,0.847651
2021-08-28,2.517422,3.879904,0.847788
2021-08-29,2.517422,3.878199,0.847501
2021-08-30,2.517602,3.86487,0.847705
2021-08-31,2.515442,3.83035,0.846775
2021-09-01,2.50128,3.80795,0.844598
2021-09-02,2.501804,3.80036,0.842098
2021-09-03,2.500432,3.793975,0.841818
2021-09-04,2.500432,3.793975,0.841503
2021-09-05,2.500432,3.793398,0.841355
2021-09-06,2.518531,3.80995,0.842098
2021-09-07,2.521161,3.81025,0.844274
2021-09-08,2.519809,3.82305,0.846135
2021-09-09,2.519348,3.8429,0.8457
2021-09-10,2.510628,3.84714,0.846403
2021-09-11,2.510628,3.84714,0.846403
2021-09-12,2.510628,3.846649,0.84671
2021-09-13,2.505106,3.85225,0.846776
2021-09-14,2.500275,3.8546,0.847198
2021-09-15,2.491467,3.86305,0.846131
2021-09-16,2.484991,3.88645,0.849982
2021-09-17,2.486742,3.916038,0.85286
2021-09-18,2.486742,3.916038,0.852813
2021-09-19,2.486742,3.91515,0.8526
2021-09-20,2.483273,3.927798,0.852685
2021-09-21,2.502822,3.94255,0.853055
2021-09-22,2.505285,3.953097,0.855665
2021-09-23,2.503468,3.927649,0.851805
2021-09-24,2.502588,3.929485,0.853202
2021-09-25,2.502588,3.929485,0.853235
2021-09-26,2.502588,3.93093,0.853025
2021-09-27,2.494351,3.932365,0.855015
2021-09-28,2.493997,3.96695,0.855799
2021-09-29,2.503238,3.993351,0.861799
2021-09-30,2.512521,3.98025,0.863995
2021-10-01,2.513498,3.95025,0.862404
2021-10-02,2.513498,3.95025,0.862404
2021-10-03,2.513498,3.945885,0.861475
2021-10-04,2.513929,3.95425,0.860815
2021-10-05,2.502748,3.97042,0.862365
2021-10-06,2.493012,3.93725,0.865425
2021-10-07,2.490584,3.967445,0.865002
2021-10-08,2.468451,3.975825,0.863904
2021-10-09,2.466787,3.976404,0.863904
2021-10-10,2.466787,3.98075,0.86462
2021-10-11,2.472061,3.97065,0.865475
2021-10-12,2.475364,3.97675,0.8671
2021-10-13,2.478116,3.944925,0.862215
2021-10-14,2.46843,3.946017,0.862698
2021-10-15,2.456946,3.93895,0.862135
2021-10-16,2.456946,3.93895,0.862135
2021-10-17,2.456946,3.934599,0.86231
2021-10-18,2.444344,3.94915,0.861045
2021-10-19,2.442717,3.94135,0.859705
2021-10-20,2.440339,3.931655,0.858009
2021-10-21,2.433567,3.96233,0.860203
2021-10-22,2.417618,3.95365,0.858604
2021-10-23,2.417016,3.953604,0.858604
2021-10-24,2.417016,3.949501,0.85918
2021-10-25,2.41766,3.97475,0.861415
2021-10-26,2.412706,3.97415,0.8623
2021-10-27,2.422724,3.98415,0.862085
2021-10-28,2.427644,3.95755,0.855804
2021-10-29,2.4254,3.987204,0.864975
2021-10-30,2.4254,3.987204,0.864975
2021-10-31,2.4254,3.987701,0.865195
2021-11-01,2.439081,3.981066,0.862103
2021-11-02,2.456892,3.97845,0.8637
2021-11-03,2.464759,3.94545,0.860855
2021-11-04,2.460123,3.982672,0.865502
2021-11-05,2.451112,3.97525,0.865604
2021-11-06,2.451112,3.97525,0.865604
2021-11-07,2.451112,3.976155,0.864395
2021-11-08,2.444221,3.96448,0.86299
2021-11-09,2.438485,3.961147,0.862499
2021-11-10,2.435912,4.012563,0.870625
2021-11-11,2.433357,4.04875,0.873495
2021-11-12,2.447473,4.054411,0.87389
2021-11-13,2.447473,4.053211,0.87389
2021-11-14,2.447473,4.056001,0.87398
2021-11-15,2.459672,4.08946,0.879805
2021-11-16,2.468206,4.111722,0.883555
2021-11-17,2.472604,4.11845,0.883496
2021-11-18,2.467633,4.107508,0.879595
2021-11-19,2.466424,4.164104,0.886504
2021-11-20,2.466424,4.164104,0.886504
2021-11-21,2.466424,4.16065,0.886902
2021-11-22,2.503448,4.188521,0.88955
2021-11-23,2.511381,4.183959,0.889401
2021-11-24,2.511647,4.178232,0.89264
2021-11-25,2.50998,4.175198,0.89211
2021-11-26,2.560653,4.163078,0.883504
2021-11-27,2.560653,4.163078,0.883504
2021-11-28,2.560653,4.16878,0.885635
2021-11-29,2.553007,4.14535,0.88555
2021-11-30,2.54706,4.11036,0.882505
2021-12-01,2.543576,4.085996,0.883455
2021-12-02,2.542596,4.068021,0.884475
2021-12-03,2.541831,4.064796,0.883904
2021-12-04,2.540787,4.06388,0.883904
2021-12-05,2.540787,4.070033,0.88465
2021-12-06,2.546359,4.071537,0.886215
2021-12-07,2.555127,4.064895,0.88708
2021-12-08,2.543902,4.063767,0.881495
2021-12-09,2.539909,4.079357,0.885505
2021-12-10,2.532592,4.081354,0.883645
2021-12-11,2.522934,4.081157,0.883645
2021-12-12,2.522934,4.083734,0.88406
2021-12-13,2.533618,4.109475,0.886275
2021-12-14,2.534525,4.113315,0.888295
2021-12-15,2.52917,4.09366,0.885675
2021-12-16,2.528083,4.087079,0.882245
2021-12-17,2.53245,4.12051,0.88983
2021-12-18,2.549911,4.12116,0.88983
2021-12-19,2.549911,4.120211,0.889485
2021-12-20,2.530433,4.105446,0.886698
2021-12-21,2.527387,4.096505,0.886025
2021-12-22,2.525993,4.09029,0.882799
2021-12-23,2.518775,4.089515,0.882995
2021-12-24,2.518293,4.080748,0.881804
2021-12-25,2.518293,4.080748,0.881804
2021-12-26,2.518293,4.08235,0.88311
2021-12-27,2.522401,4.06336,0.882695
2021-12-28,2.518928,4.065674,0.883893
2021-12-29,2.521935,4.048823,0.880315
2021-12-30,2.549368,4.05812,0.883099
2021-12-31,2.557521,4.035304,0.879395
2022-01-01,2.557521,4.035304,0.879395
2022-01-02,2.557521,4.036253,0.879285
2022-01-03,2.5579,4.04992,0.88497
2022-01-04,2.578941,4.04535,0.886255
2022-01-05,2.585372,4.042896,0.883903
2022-01-06,2.590155,4.032219,0.885197
2022-01-07,2.588933,4.000937,0.88015
2022-01-08,2.576011,4.000612,0.88015
2022-01-09,2.576011,4.003554,0.880805
2022-01-10,2.580816,4.00872,0.882503
2022-01-11,2.575062,3.99235,0.879802
2022-01-12,2.564908,3.955962,0.874105
2022-01-13,2.559511,3.962768,0.872904
2022-01-14,2.577781,3.97595,0.875955
2022-01-15,2.577781,3.97595,0.875955
2022-01-16,2.577781,3.976797,0.87641
2022-01-17,2.585785,3.96625,0.876405
2022-01-18,2.588352,4.00267,0.882595
2022-01-19,2.584791,3.988043,0.881595
2022-01-20,2.567518,4.001414,0.883896
2022-01-21,2.573685,3.99408,0.881465
2022-01-22,2.573685,3.99408,0.881465
2022-01-23,2.573685,3.993409,0.881803
2022-01-24,2.605187,4.031585,0.88305
2022-01-25,2.605799,4.05385,0.884698
2022-01-26,2.615052,4.079269,0.88955
2022-01-27,2.613766,4.092501,0.897295
2022-01-28,2.608157,4.110367,0.89703
2022-01-29,2.608157,4.110367,0.89703
2022-01-30,2.60597,4.110853,0.896895
2022-01-31,2.601023,4.080399,0.89051
2022-02-01,2.588773,4.05455,0.887099
2022-02-02,2.587453,4.01933,0.885055
2022-02-03,2.591021,3.971248,0.874455
2022-02-04,2.577221,3.987404,0.873404
2022-02-05,2.577221,3.987404,0.873404
2022-02-06,2.577221,3.981884,0.873035
2022-02-07,2.561235,3.963935,0.874602
2022-02-08,2.572738,3.965636,0.875645
2022-02-09,2.559829,3.93555,0.875505
2022-02-10,2.556542,3.945867,0.876103
2022-02-11,2.556584,4.026987,0.881104
2022-02-12,2.566766,4.028948,0.881104
2022-02-13,2.566766,4.01884,0.879745
2022-02-14,2.589527,4.028735,0.884515
2022-02-15,2.567131,3.960608,0.880555
2022-02-16,2.55682,3.960346,0.87925
2022-02-17,2.571466,3.980181,0.879805
2022-02-18,2.567826,4.000578,0.883204
2022-02-19,2.567826,4.000578,0.883204
2022-02-20,2.567826,4.00172,0.883655
2022-02-21,2.601895,4.019227,0.884425
2022-02-22,2.644243,4.01435,0.882665
2022-02-23,2.64396,4.05864,0.884535
2022-02-24,2.774734,4.141207,0.893702
2022-02-25,2.751365,4.113846,0.887104
2022-02-26,2.737398,4.110231,0.887104
2022-02-27,2.737398,4.20465,0.89427
2022-02-28,3.1139,4.186494,0.89162
2022-03-01,2.985151,4.25836,0.89825
2022-03-02,2.984826,4.269564,0.89982
2022-03-03,3.098208,4.350328,0.903699
2022-03-04,3.112212,4.490601,0.913435
2022-03-05,3.112212,4.483221,0.913435
2022-03-06,3.112212,4.544395,0.9199
2022-03-07,3.091594,4.58695,0.92039
2022-03-08,3.092161,4.476194,0.91772
2022-03-09,3.282794,4.31115,0.90314
2022-03-10,3.2864,4.34535,0.90795
2022-03-11,3.284651,4.38645,0.91642
2022-03-12,3.284651,4.38645,0.91642
2022-03-13,3.284651,4.377052,0.91427
2022-03-14,3.29036,4.327474,0.91367
2022-03-15,3.324372,4.293914,0.91166
2022-03-16,3.313865,4.232804,0.90725
2022-03-17,3.285556,4.217102,0.90097
2022-03-18,3.248942,4.26697,0.90395
2022-03-19,3.248942,4.26697,0.90395
2022-03-20,3.248942,4.270036,0.90565
2022-03-21,3.268964,4.261849,0.907701
2022-03-22,3.25465,4.242015,0.90675
2022-03-23,3.256174,4.29545,0.90845
2022-03-24,3.259505,4.334873,0.90833
2022-03-25,3.258929,4.26065,0.91045
2022-03-26,3.266909,4.261398,0.91045
2022-03-27,3.266909,4.26901,0.91059
2022-03-28,3.255516,4.272906,0.9102
